expense_id,expense_date,category,amount,payment_method,description,month,month_num,year,weekday
1046,2025-07-28,Rent,468.0,Card,,2025-07,7,2025,Monday
1047,2024-05-22,Food,2904.0,Card,,2024-05,5,2024,Wednesday
1048,2025-10-26,Travel,250.0,UPI,,2025-10,10,2025,Sunday
1049,2024-05-24,Bills,1234.0,Card,,2024-05,5,2024,Friday
1050,2024-08-12,Rent,2884.0,UPI,,2024-08,8,2024,Monday
1051,2025-05-17,Rent,4264.0,UPI,,2025-05,5,2025,Saturday
1052,2025-09-07,Travel,2446.0,Cash,,2025-09,9,2025,Sunday
1053,2024-04-13,Food,4997.0,Cash,,2024-04,4,2024,Saturday
1054,2024-02-08,Bills,2350.0,UPI,,2024-02,2,2024,Thursday
1055,2024-07-16,Food,160.0,UPI,,2024-07,7,2024,Tuesday
1056,2025-10-07,Shopping,3110.0,UPI,,2025-10,10,2025,Tuesday
1057,2025-08-01,Shopping,4001.0,UPI,,2025-08,8,2025,Friday
1058,2025-01-25,Travel,1437.0,UPI,,2025-01,1,2025,Saturday
1059,2024-06-27,Travel,1284.0,UPI,,2024-06,6,2024,Thursday
1060,2025-07-07,Travel,4526.0,Card,,2025-07,7,2025,Monday
1061,2025-03-23,Shopping,1651.0,UPI,,2025-03,3,2025,Sunday
1062,2025-05-14,Food,4533.0,Card,,2025-05,5,2025,Wednesday
1063,2024-01-15,Food,1729.0,Card,,2024-01,1,2024,Monday
1064,2025-09-14,Travel,1427.0,UPI,,2025-09,9,2025,Sunday
1065,2025-10-30,Bills,1626.0,UPI,,2025-10,10,2025,Thursday
1066,2024-10-15,Food,1773.0,Card,,2024-10,10,2024,Tuesday
1067,2025-04-22,Shopping,1461.0,Card,,2025-04,4,2025,Tuesday
1068,2024-08-18,Rent,1673.0,UPI,,2024-08,8,2024,Sunday
1069,2025-02-23,Rent,2786.0,UPI,,2025-02,2,2025,Sunday
1070,2024-06-05,Rent,4470.0,Card,,2024-06,6,2024,Wednesday
1071,2025-07-03,Bills,2466.0,Card,,2025-07,7,2025,Thursday
1072,2025-03-16,Travel,3857.0,Card,,2025-03,3,2025,Sunday
1073,2024-04-06,Shopping,2534.0,Cash,,2024-04,4,2024,Saturday
1074,2025-02-14,Bills,2093.0,Card,,2025-02,2,2025,Friday
1075,2024-10-15,Shopping,969.0,Cash,,2024-10,10,2024,Tuesday
1076,2024-09-10,Shopping,1114.0,UPI,,2024-09,9,2024,Tuesday
1077,2024-07-14,Travel,2011.0,UPI,,2024-07,7,2024,Sunday
1078,2025-08-20,Rent,702.0,Card,,2025-08,8,2025,Wednesday
1079,2025-06-05,Travel,3921.0,UPI,,2025-06,6,2025,Thursday
1080,2025-05-31,Bills,790.0,UPI,,2025-05,5,2025,Saturday
1081,2025-09-26,Bills,593.0,UPI,,2025-09,9,2025,Friday
1082,2024-04-27,Bills,589.0,UPI,,2024-04,4,2024,Saturday
1083,2024-06-07,Travel,2656.0,Cash,,2024-06,6,2024,Friday
1084,2024-08-15,Shopping,4585.0,Cash,,2024-08,8,2024,Thursday
1085,2024-08-03,Shopping,394.0,Card,,2024-08,8,2024,Saturday
1086,2025-11-26,Food,4127.0,Card,,2025-11,11,2025,Wednesday
1087,2024-01-15,Bills,2943.0,Card,,2024-01,1,2024,Monday
1088,2024-06-05,Shopping,3012.0,UPI,,2024-06,6,2024,Wednesday
1089,2025-10-09,Food,1817.0,UPI,,2025-10,10,2025,Thursday
1090,2024-09-17,Shopping,2696.0,Cash,,2024-09,9,2024,Tuesday
1091,2024-06-05,Bills,4844.0,Cash,,2024-06,6,2024,Wednesday
1092,2024-02-16,Rent,1973.0,Card,,2024-02,2,2024,Friday
1093,2024-11-19,Bills,4763.0,Cash,,2024-11,11,2024,Tuesday
1094,2025-11-15,Travel,3358.0,Cash,,2025-11,11,2025,Saturday
1095,2024-05-09,Shopping,2917.0,Cash,,2024-05,5,2024,Thursday
1096,2025-02-14,Shopping,544.0,Cash,,2025-02,2,2025,Friday
1097,2024-04-04,Travel,3741.0,Cash,,2024-04,4,2024,Thursday
1098,2025-09-18,Travel,4558.0,Card,,2025-09,9,2025,Thursday
1099,2024-10-18,Rent,841.0,Card,,2024-10,10,2024,Friday
1100,2024-10-09,Shopping,2141.0,Cash,,2024-10,10,2024,Wednesday
1101,2024-03-09,Shopping,779.0,Card,,2024-03,3,2024,Saturday
1102,2025-10-21,Rent,2567.0,UPI,,2025-10,10,2025,Tuesday
1103,2024-01-11,Food,3797.0,Cash,,2024-01,1,2024,Thursday
1104,2024-09-10,Rent,1458.0,UPI,,2024-09,9,2024,Tuesday
1105,2025-07-03,Bills,162.0,Card,,2025-07,7,2025,Thursday
1106,2024-05-13,Shopping,2659.0,Card,,2024-05,5,2024,Monday
1107,2025-12-12,Travel,3869.0,UPI,,2025-12,12,2025,Friday
1108,2024-01-23,Bills,4451.0,Card,,2024-01,1,2024,Tuesday
1109,2024-12-11,Shopping,234.0,Cash,,2024-12,12,2024,Wednesday
1110,2024-10-28,Rent,3744.0,UPI,,2024-10,10,2024,Monday
1111,2024-12-28,Bills,2235.0,Cash,,2024-12,12,2024,Saturday
1112,2025-01-30,Shopping,3378.0,UPI,,2025-01,1,2025,Thursday
1113,2024-08-05,Food,922.0,Card,,2024-08,8,2024,Monday
1114,2024-05-20,Food,3174.0,UPI,,2024-05,5,2024,Monday
1115,2025-09-07,Travel,3081.0,UPI,,2025-09,9,2025,Sunday
1116,2024-07-28,Shopping,220.0,Cash,,2024-07,7,2024,Sunday
1117,2025-09-14,Food,1737.0,Card,,2025-09,9,2025,Sunday
1118,2025-09-07,Rent,1024.0,Cash,,2025-09,9,2025,Sunday
1119,2025-11-13,Shopping,744.0,Card,,2025-11,11,2025,Thursday
1120,2025-04-04,Rent,2132.0,Cash,,2025-04,4,2025,Friday
1121,2024-12-21,Rent,2861.0,UPI,,2024-12,12,2024,Saturday
1122,2024-11-19,Food,2168.0,Cash,,2024-11,11,2024,Tuesday
1123,2024-05-12,Shopping,341.0,Card,,2024-05,5,2024,Sunday
1124,2024-05-06,Bills,2768.0,Card,,2024-05,5,2024,Monday
1125,2024-04-15,Food,902.0,UPI,,2024-04,4,2024,Monday
1126,2025-08-26,Food,4264.0,Card,,2025-08,8,2025,Tuesday
1127,2025-01-12,Shopping,295.0,Cash,,2025-01,1,2025,Sunday
1128,2024-02-20,Shopping,2287.0,UPI,,2024-02,2,2024,Tuesday
1129,2024-01-29,Rent,3615.0,Card,,2024-01,1,2024,Monday
1130,2025-04-06,Shopping,2430.0,Card,,2025-04,4,2025,Sunday
1131,2024-10-22,Rent,2459.0,Cash,,2024-10,10,2024,Tuesday
1132,2024-10-23,Food,4941.0,Cash,,2024-10,10,2024,Wednesday
1133,2025-12-26,Travel,3706.0,UPI,,2025-12,12,2025,Friday
1134,2025-02-10,Bills,376.0,Card,,2025-02,2,2025,Monday
1135,2025-09-04,Food,160.0,Cash,,2025-09,9,2025,Thursday
1136,2025-02-08,Shopping,3490.0,UPI,,2025-02,2,2025,Saturday
1137,2024-12-11,Bills,2013.0,Card,,2024-12,12,2024,Wednesday
1138,2025-09-13,Travel,4027.0,Card,,2025-09,9,2025,Saturday
1139,2025-02-23,Travel,2691.0,UPI,,2025-02,2,2025,Sunday
1140,2024-06-30,Rent,666.0,UPI,,2024-06,6,2024,Sunday
1141,2024-01-01,Bills,4035.0,Cash,,2024-01,1,2024,Monday
1142,2025-07-20,Rent,1671.0,Card,,2025-07,7,2025,Sunday
1143,2025-01-05,Food,4817.0,Card,,2025-01,1,2025,Sunday
1144,2025-10-22,Bills,1300.0,Card,,2025-10,10,2025,Wednesday
1145,2025-03-06,Food,4509.0,UPI,,2025-03,3,2025,Thursday
1146,2024-11-04,Rent,2954.0,Cash,,2024-11,11,2024,Monday
1147,2024-05-16,Bills,2995.0,Card,,2024-05,5,2024,Thursday
1148,2024-07-20,Rent,1336.0,UPI,,2024-07,7,2024,Saturday
1149,2025-03-11,Bills,236.0,Card,,2025-03,3,2025,Tuesday
1150,2024-11-08,Rent,1129.0,Cash,,2024-11,11,2024,Friday
1151,2024-04-26,Travel,2256.0,Card,,2024-04,4,2024,Friday
1152,2025-10-27,Rent,2694.0,Cash,,2025-10,10,2025,Monday
1153,2025-07-28,Travel,761.0,Cash,,2025-07,7,2025,Monday
1154,2024-08-31,Rent,2572.0,Card,,2024-08,8,2024,Saturday
1155,2025-06-20,Bills,2777.0,Card,,2025-06,6,2025,Friday
1156,2025-08-24,Bills,2408.0,Cash,,2025-08,8,2025,Sunday
1157,2024-03-15,Bills,186.0,UPI,,2024-03,3,2024,Friday
1158,2025-01-20,Shopping,2612.0,Cash,,2025-01,1,2025,Monday
1159,2024-07-28,Food,3042.0,Card,,2024-07,7,2024,Sunday
1160,2025-04-19,Bills,2873.0,Card,,2025-04,4,2025,Saturday
1161,2025-02-21,Travel,2604.0,UPI,,2025-02,2,2025,Friday
1162,2024-12-12,Bills,3410.0,Cash,,2024-12,12,2024,Thursday
1163,2025-06-12,Shopping,1800.0,Cash,,2025-06,6,2025,Thursday
1164,2025-10-01,Travel,3770.0,Cash,,2025-10,10,2025,Wednesday
1165,2024-06-27,Shopping,2800.0,Card,,2024-06,6,2024,Thursday
1166,2024-06-30,Travel,3729.0,Cash,,2024-06,6,2024,Sunday
1167,2025-10-25,Rent,4690.0,UPI,,2025-10,10,2025,Saturday
1168,2024-01-25,Food,1747.0,Card,,2024-01,1,2024,Thursday
1169,2024-06-28,Food,3418.0,Card,,2024-06,6,2024,Friday
1170,2025-12-10,Shopping,3787.0,Cash,,2025-12,12,2025,Wednesday
1171,2025-05-15,Food,696.0,UPI,,2025-05,5,2025,Thursday
1172,2024-06-09,Shopping,4645.0,Card,,2024-06,6,2024,Sunday
1173,2024-06-25,Shopping,584.0,Card,,2024-06,6,2024,Tuesday
1174,2024-10-11,Shopping,745.0,Cash,,2024-10,10,2024,Friday
1175,2024-03-03,Food,3189.0,Cash,,2024-03,3,2024,Sunday
1176,2025-10-23,Shopping,4857.0,UPI,,2025-10,10,2025,Thursday
1177,2025-10-27,Food,4953.0,Cash,,2025-10,10,2025,Monday
1178,2024-06-04,Shopping,4484.0,UPI,,2024-06,6,2024,Tuesday
1179,2025-04-13,Bills,820.0,Card,,2025-04,4,2025,Sunday
1180,2024-02-18,Shopping,4833.0,UPI,,2024-02,2,2024,Sunday
1181,2024-03-24,Travel,598.0,UPI,,2024-03,3,2024,Sunday
1182,2024-12-26,Shopping,4829.0,UPI,,2024-12,12,2024,Thursday
1183,2025-11-19,Rent,1773.0,Card,,2025-11,11,2025,Wednesday
1184,2024-05-27,Shopping,3167.0,Cash,,2024-05,5,2024,Monday
1185,2025-09-21,Travel,214.0,Card,,2025-09,9,2025,Sunday
1186,2024-12-07,Travel,3079.0,Cash,,2024-12,12,2024,Saturday
1187,2025-04-20,Food,4869.0,UPI,,2025-04,4,2025,Sunday
1188,2024-03-03,Bills,1836.0,UPI,,2024-03,3,2024,Sunday
1189,2025-12-01,Shopping,3711.0,UPI,,2025-12,12,2025,Monday
1190,2024-12-25,Food,2353.0,UPI,,2024-12,12,2024,Wednesday
1191,2025-07-14,Bills,2394.0,UPI,,2025-07,7,2025,Monday
1192,2024-11-22,Shopping,3730.0,Cash,,2024-11,11,2024,Friday
1193,2024-05-20,Rent,246.0,Cash,,2024-05,5,2024,Monday
1194,2024-08-02,Shopping,4082.0,UPI,,2024-08,8,2024,Friday
1195,2025-03-10,Travel,3553.0,Card,,2025-03,3,2025,Monday
1196,2025-12-23,Travel,4607.0,Card,,2025-12,12,2025,Tuesday
1197,2024-11-13,Rent,2510.0,UPI,,2024-11,11,2024,Wednesday
1198,2024-02-01,Food,236.0,Cash,,2024-02,2,2024,Thursday
1199,2025-10-31,Bills,3460.0,Card,,2025-10,10,2025,Friday
1200,2024-10-11,Shopping,3105.0,Card,,2024-10,10,2024,Friday
1201,2024-10-31,Travel,3652.0,Card,,2024-10,10,2024,Thursday
1202,2025-03-04,Food,118.0,UPI,,2025-03,3,2025,Tuesday
1203,2025-04-21,Rent,2342.0,Card,,2025-04,4,2025,Monday
1204,2024-10-12,Travel,548.0,Card,,2024-10,10,2024,Saturday
1205,2024-05-23,Rent,2048.0,Card,,2024-05,5,2024,Thursday
1206,2025-02-27,Shopping,1045.0,Card,,2025-02,2,2025,Thursday
1207,2024-01-19,Bills,4336.0,Cash,,2024-01,1,2024,Friday
1208,2024-01-18,Travel,2020.0,UPI,,2024-01,1,2024,Thursday
1209,2025-08-12,Travel,3077.0,UPI,,2025-08,8,2025,Tuesday
1210,2025-01-05,Shopping,4288.0,Cash,,2025-01,1,2025,Sunday
1211,2024-06-23,Food,4115.0,Cash,,2024-06,6,2024,Sunday
1212,2024-07-12,Bills,338.0,UPI,,2024-07,7,2024,Friday
1213,2025-05-16,Travel,304.0,Card,,2025-05,5,2025,Friday
1214,2024-04-22,Bills,2707.0,Card,,2024-04,4,2024,Monday
1215,2024-04-23,Travel,4440.0,UPI,,2024-04,4,2024,Tuesday
1216,2024-08-09,Bills,3488.0,Card,,2024-08,8,2024,Friday
1217,2025-11-08,Rent,3072.0,Cash,,2025-11,11,2025,Saturday
1218,2025-10-05,Travel,4490.0,Card,,2025-10,10,2025,Sunday
1219,2024-09-20,Bills,2787.0,Card,,2024-09,9,2024,Friday
1220,2024-02-24,Food,4266.0,Card,,2024-02,2,2024,Saturday
1221,2025-10-04,Rent,1448.0,UPI,,2025-10,10,2025,Saturday
1222,2025-04-02,Rent,4500.0,Cash,,2025-04,4,2025,Wednesday
1223,2024-06-10,Food,916.0,Card,,2024-06,6,2024,Monday
1224,2025-01-14,Bills,920.0,UPI,,2025-01,1,2025,Tuesday
1225,2024-03-27,Shopping,292.0,Card,,2024-03,3,2024,Wednesday
1226,2024-02-24,Food,1876.0,Cash,,2024-02,2,2024,Saturday
1227,2025-04-20,Bills,3745.0,Card,,2025-04,4,2025,Sunday
1228,2024-06-26,Food,4724.0,Cash,,2024-06,6,2024,Wednesday
1229,2025-01-25,Food,350.0,Card,,2025-01,1,2025,Saturday
1230,2024-12-14,Travel,1888.0,Cash,,2024-12,12,2024,Saturday
1231,2024-01-08,Bills,3800.0,Card,,2024-01,1,2024,Monday
1232,2024-11-08,Shopping,2563.0,Cash,,2024-11,11,2024,Friday
1233,2025-03-18,Travel,1267.0,Card,,2025-03,3,2025,Tuesday
1234,2024-11-23,Food,3993.0,Card,,2024-11,11,2024,Saturday
1235,2024-02-23,Food,1196.0,UPI,,2024-02,2,2024,Friday
1236,2024-08-26,Food,2779.0,UPI,,2024-08,8,2024,Monday
1237,2024-08-16,Bills,1947.0,Cash,,2024-08,8,2024,Friday
1238,2025-08-01,Bills,4004.0,Card,,2025-08,8,2025,Friday
1239,2024-02-20,Travel,604.0,Cash,,2024-02,2,2024,Tuesday
1240,2025-08-31,Shopping,1721.0,UPI,,2025-08,8,2025,Sunday
1241,2025-08-26,Travel,2572.0,Cash,,2025-08,8,2025,Tuesday
1242,2024-09-20,Rent,2646.0,Cash,,2024-09,9,2024,Friday
1243,2025-02-21,Food,1487.0,UPI,,2025-02,2,2025,Friday
1244,2024-04-05,Food,3094.0,Card,,2024-04,4,2024,Friday
1245,2024-03-28,Food,3916.0,Cash,,2024-03,3,2024,Thursday
1246,2024-03-18,Travel,817.0,UPI,,2024-03,3,2024,Monday
1247,2024-10-14,Travel,3584.0,Card,,2024-10,10,2024,Monday
1248,2024-04-29,Food,4534.0,UPI,,2024-04,4,2024,Monday
1249,2025-05-05,Travel,758.0,Cash,,2025-05,5,2025,Monday
1250,2025-03-27,Bills,4108.0,Card,,2025-03,3,2025,Thursday
1251,2025-05-14,Bills,4624.0,Card,,2025-05,5,2025,Wednesday
1252,2024-06-13,Travel,4334.0,UPI,,2024-06,6,2024,Thursday
1253,2024-06-30,Food,3864.0,UPI,,2024-06,6,2024,Sunday
1254,2025-04-13,Travel,3089.0,UPI,,2025-04,4,2025,Sunday
1255,2024-01-07,Travel,4737.0,Card,,2024-01,1,2024,Sunday
1256,2024-11-25,Travel,2204.0,Card,,2024-11,11,2024,Monday
1257,2025-11-03,Rent,1355.0,Cash,,2025-11,11,2025,Monday
1258,2024-05-30,Bills,2582.0,Card,,2024-05,5,2024,Thursday
1259,2024-03-25,Shopping,483.0,Cash,,2024-03,3,2024,Monday
1260,2024-05-26,Shopping,2707.0,UPI,,2024-05,5,2024,Sunday
1261,2025-09-15,Rent,293.0,UPI,,2025-09,9,2025,Monday
1262,2025-01-15,Travel,3907.0,Card,,2025-01,1,2025,Wednesday
1263,2025-07-01,Rent,3819.0,UPI,,2025-07,7,2025,Tuesday
1264,2024-10-11,Rent,2681.0,UPI,,2024-10,10,2024,Friday
1265,2025-11-30,Food,2665.0,Card,,2025-11,11,2025,Sunday
1266,2024-03-22,Bills,2863.0,Cash,,2024-03,3,2024,Friday
1267,2025-05-28,Shopping,2898.0,Card,,2025-05,5,2025,Wednesday
1268,2025-12-09,Travel,2439.0,Cash,,2025-12,12,2025,Tuesday
1269,2025-06-06,Shopping,3506.0,Card,,2025-06,6,2025,Friday
1270,2025-01-20,Shopping,831.0,Card,,2025-01,1,2025,Monday
1271,2025-12-07,Bills,2972.0,UPI,,2025-12,12,2025,Sunday
1272,2025-04-15,Shopping,3220.0,Card,,2025-04,4,2025,Tuesday
1273,2024-04-28,Shopping,4880.0,Card,,2024-04,4,2024,Sunday
1274,2025-01-30,Rent,4277.0,Cash,,2025-01,1,2025,Thursday
1275,2025-06-15,Bills,2704.0,UPI,,2025-06,6,2025,Sunday
1276,2024-09-17,Food,2482.0,Cash,,2024-09,9,2024,Tuesday
1277,2024-09-12,Travel,631.0,Cash,,2024-09,9,2024,Thursday
1278,2024-08-13,Shopping,4416.0,UPI,,2024-08,8,2024,Tuesday
1279,2024-02-22,Travel,734.0,UPI,,2024-02,2,2024,Thursday
1280,2025-05-14,Food,1869.0,UPI,,2025-05,5,2025,Wednesday
1281,2025-05-20,Travel,3904.0,Card,,2025-05,5,2025,Tuesday
1282,2024-12-29,Food,2470.0,UPI,,2024-12,12,2024,Sunday
1283,2024-10-06,Rent,102.0,UPI,,2024-10,10,2024,Sunday
1284,2025-08-15,Shopping,305.0,UPI,,2025-08,8,2025,Friday
1285,2025-12-14,Food,4235.0,Cash,,2025-12,12,2025,Sunday
1286,2024-06-06,Travel,2721.0,Cash,,2024-06,6,2024,Thursday
1287,2025-09-23,Shopping,4839.0,Card,,2025-09,9,2025,Tuesday
1288,2024-02-28,Rent,2990.0,Cash,,2024-02,2,2024,Wednesday
1289,2025-12-27,Shopping,3293.0,Card,,2025-12,12,2025,Saturday
1290,2024-05-07,Food,2766.0,Cash,,2024-05,5,2024,Tuesday
1291,2025-12-21,Rent,3406.0,UPI,,2025-12,12,2025,Sunday
1292,2024-04-24,Travel,997.0,Cash,,2024-04,4,2024,Wednesday
1293,2024-07-27,Rent,1185.0,Card,,2024-07,7,2024,Saturday
1294,2025-06-09,Rent,1379.0,Cash,,2025-06,6,2025,Monday
1295,2025-06-04,Bills,770.0,UPI,,2025-06,6,2025,Wednesday
1296,2025-07-05,Rent,1605.0,Card,,2025-07,7,2025,Saturday
1297,2024-08-24,Rent,3675.0,UPI,,2024-08,8,2024,Saturday
1298,2024-10-07,Shopping,4914.0,UPI,,2024-10,10,2024,Monday
1299,2024-12-24,Travel,2055.0,Card,,2024-12,12,2024,Tuesday
1300,2024-07-19,Shopping,349.0,UPI,,2024-07,7,2024,Friday
1301,2024-10-04,Shopping,1992.0,UPI,,2024-10,10,2024,Friday
1302,2024-08-22,Food,3539.0,Cash,,2024-08,8,2024,Thursday
1303,2025-05-08,Shopping,1953.0,UPI,,2025-05,5,2025,Thursday
1304,2024-01-04,Bills,2954.0,UPI,,2024-01,1,2024,Thursday
1305,2025-10-27,Bills,1603.0,UPI,,2025-10,10,2025,Monday
1306,2025-03-17,Food,3485.0,UPI,,2025-03,3,2025,Monday
1307,2024-01-29,Travel,3671.0,Card,,2024-01,1,2024,Monday
1308,2024-04-18,Travel,3892.0,Cash,,2024-04,4,2024,Thursday
1309,2025-09-01,Shopping,3526.0,UPI,,2025-09,9,2025,Monday
1310,2025-12-27,Shopping,143.0,UPI,,2025-12,12,2025,Saturday
1311,2024-03-15,Shopping,3712.0,Card,,2024-03,3,2024,Friday
1312,2024-05-25,Travel,2718.0,UPI,,2024-05,5,2024,Saturday
1313,2024-05-07,Rent,4778.0,Card,,2024-05,5,2024,Tuesday
1314,2024-02-11,Bills,3263.0,Cash,,2024-02,2,2024,Sunday
1315,2024-12-21,Rent,1388.0,Cash,,2024-12,12,2024,Saturday
1316,2024-02-10,Rent,3042.0,UPI,,2024-02,2,2024,Saturday
1317,2024-02-03,Travel,319.0,UPI,,2024-02,2,2024,Saturday
1318,2024-01-17,Rent,2025.0,UPI,,2024-01,1,2024,Wednesday
1319,2025-11-07,Food,3072.0,Card,,2025-11,11,2025,Friday
1320,2024-06-01,Shopping,3613.0,UPI,,2024-06,6,2024,Saturday
1321,2025-01-12,Food,2548.0,UPI,,2025-01,1,2025,Sunday
1322,2025-08-10,Bills,3571.0,Cash,,2025-08,8,2025,Sunday
1323,2025-08-21,Shopping,2874.0,UPI,,2025-08,8,2025,Thursday
1324,2025-09-20,Rent,1090.0,Cash,,2025-09,9,2025,Saturday
1325,2024-12-07,Bills,3046.0,UPI,,2024-12,12,2024,Saturday
1326,2024-01-27,Shopping,1912.0,Cash,,2024-01,1,2024,Saturday
1327,2024-10-13,Rent,903.0,UPI,,2024-10,10,2024,Sunday
1328,2025-10-07,Food,589.0,Cash,,2025-10,10,2025,Tuesday
1329,2025-12-31,Shopping,3656.0,Card,,2025-12,12,2025,Wednesday
1330,2024-06-16,Rent,1593.0,Cash,,2024-06,6,2024,Sunday
1331,2025-09-01,Food,3745.0,Cash,,2025-09,9,2025,Monday
1332,2024-09-24,Bills,2991.0,Cash,,2024-09,9,2024,Tuesday
1333,2025-03-30,Bills,1805.0,UPI,,2025-03,3,2025,Sunday
1334,2025-11-15,Bills,3616.0,UPI,,2025-11,11,2025,Saturday
1335,2025-02-04,Bills,3440.0,UPI,,2025-02,2,2025,Tuesday
1336,2025-04-20,Travel,153.0,Card,,2025-04,4,2025,Sunday
1337,2025-12-02,Shopping,2675.0,Card,,2025-12,12,2025,Tuesday
1338,2025-09-25,Shopping,3691.0,Cash,,2025-09,9,2025,Thursday
1339,2025-07-11,Travel,715.0,Card,,2025-07,7,2025,Friday
1340,2025-07-29,Rent,1054.0,Cash,,2025-07,7,2025,Tuesday
1341,2024-05-09,Rent,2533.0,Cash,,2024-05,5,2024,Thursday
1342,2024-12-28,Bills,1729.0,Cash,,2024-12,12,2024,Saturday
1343,2025-12-05,Food,2881.0,Card,,2025-12,12,2025,Friday
1344,2025-11-23,Rent,749.0,UPI,,2025-11,11,2025,Sunday
1345,2024-10-18,Food,2447.0,Card,,2024-10,10,2024,Friday
1346,2025-01-05,Shopping,4590.0,Cash,,2025-01,1,2025,Sunday
1347,2024-01-29,Food,3378.0,Cash,,2024-01,1,2024,Monday
1348,2024-05-28,Shopping,2740.0,Card,,2024-05,5,2024,Tuesday
1349,2024-10-22,Travel,3901.0,Cash,,2024-10,10,2024,Tuesday
1350,2024-01-11,Travel,2661.0,Cash,,2024-01,1,2024,Thursday
1351,2025-05-26,Bills,3349.0,Card,,2025-05,5,2025,Monday
1352,2025-11-06,Rent,470.0,Card,,2025-11,11,2025,Thursday
1353,2024-04-22,Bills,957.0,Card,,2024-04,4,2024,Monday
1354,2024-07-05,Shopping,4986.0,Cash,,2024-07,7,2024,Friday
1355,2024-08-14,Bills,4853.0,Cash,,2024-08,8,2024,Wednesday
1356,2024-11-05,Food,483.0,UPI,,2024-11,11,2024,Tuesday
1357,2024-04-07,Shopping,3977.0,UPI,,2024-04,4,2024,Sunday
1358,2024-02-24,Travel,2652.0,Card,,2024-02,2,2024,Saturday
1359,2025-09-14,Rent,4434.0,UPI,,2025-09,9,2025,Sunday
1360,2025-10-25,Shopping,4390.0,Cash,,2025-10,10,2025,Saturday
1361,2025-02-09,Shopping,2825.0,UPI,,2025-02,2,2025,Sunday
1362,2024-03-09,Food,4134.0,Cash,,2024-03,3,2024,Saturday
1363,2024-11-07,Rent,3393.0,Card,,2024-11,11,2024,Thursday
1364,2024-10-15,Travel,4351.0,Card,,2024-10,10,2024,Tuesday
1365,2025-07-01,Shopping,4088.0,Cash,,2025-07,7,2025,Tuesday
1366,2024-05-27,Shopping,1022.0,UPI,,2024-05,5,2024,Monday
1367,2025-04-11,Food,3015.0,Card,,2025-04,4,2025,Friday
1368,2024-08-31,Bills,3050.0,Card,,2024-08,8,2024,Saturday
1369,2025-05-05,Travel,3146.0,UPI,,2025-05,5,2025,Monday
1370,2025-05-21,Rent,1074.0,UPI,,2025-05,5,2025,Wednesday
1371,2024-12-30,Shopping,1330.0,Cash,,2024-12,12,2024,Monday
1372,2025-04-26,Shopping,2535.0,UPI,,2025-04,4,2025,Saturday
1373,2024-07-19,Travel,1914.0,UPI,,2024-07,7,2024,Friday
1374,2024-06-02,Bills,3034.0,UPI,,2024-06,6,2024,Sunday
1375,2025-03-25,Shopping,1463.0,Cash,,2025-03,3,2025,Tuesday
1376,2025-05-15,Travel,4040.0,Cash,,2025-05,5,2025,Thursday
1377,2024-03-13,Food,303.0,Card,,2024-03,3,2024,Wednesday
1378,2025-12-13,Bills,260.0,Cash,,2025-12,12,2025,Saturday
1379,2024-10-22,Rent,4587.0,Card,,2024-10,10,2024,Tuesday
1380,2024-01-17,Shopping,868.0,UPI,,2024-01,1,2024,Wednesday
1381,2025-10-02,Travel,3848.0,Card,,2025-10,10,2025,Thursday
1382,2024-08-04,Food,2681.0,Card,,2024-08,8,2024,Sunday
1383,2024-03-01,Rent,1193.0,UPI,,2024-03,3,2024,Friday
1384,2025-09-07,Travel,4600.0,Card,,2025-09,9,2025,Sunday
1385,2024-02-11,Travel,707.0,Cash,,2024-02,2,2024,Sunday
1386,2024-01-25,Rent,1640.0,Cash,,2024-01,1,2024,Thursday
1387,2024-02-08,Food,2975.0,Cash,,2024-02,2,2024,Thursday
1388,2024-05-10,Food,3291.0,Cash,,2024-05,5,2024,Friday
1389,2025-05-12,Bills,1937.0,Card,,2025-05,5,2025,Monday
1390,2024-08-16,Shopping,789.0,Card,,2024-08,8,2024,Friday
1391,2024-04-17,Rent,3859.0,UPI,,2024-04,4,2024,Wednesday
1392,2024-06-20,Rent,3049.0,Card,,2024-06,6,2024,Thursday
1393,2025-03-10,Rent,2203.0,Card,,2025-03,3,2025,Monday
1394,2025-04-22,Food,465.0,Card,,2025-04,4,2025,Tuesday
1395,2024-04-11,Shopping,3675.0,UPI,,2024-04,4,2024,Thursday
1396,2025-06-07,Bills,4650.0,Cash,,2025-06,6,2025,Saturday
1397,2024-10-01,Travel,4299.0,Card,,2024-10,10,2024,Tuesday
1398,2025-09-04,Travel,4272.0,UPI,,2025-09,9,2025,Thursday
1399,2024-02-13,Rent,4425.0,UPI,,2024-02,2,2024,Tuesday
1400,2024-01-17,Shopping,2478.0,UPI,,2024-01,1,2024,Wednesday
1401,2024-11-25,Food,1305.0,Cash,,2024-11,11,2024,Monday
1402,2025-07-22,Shopping,3939.0,Card,,2025-07,7,2025,Tuesday
1403,2025-05-11,Shopping,2835.0,UPI,,2025-05,5,2025,Sunday
1404,2024-01-12,Food,3447.0,Cash,,2024-01,1,2024,Friday
1405,2024-11-13,Rent,1775.0,UPI,,2024-11,11,2024,Wednesday
1406,2025-08-14,Shopping,398.0,UPI,,2025-08,8,2025,Thursday
1407,2024-08-03,Travel,1056.0,UPI,,2024-08,8,2024,Saturday
1408,2024-12-04,Food,1214.0,UPI,,2024-12,12,2024,Wednesday
